rank,person_name,gender,age,country,iso3,wb_country_name,state,city,net_worth_usd_m,net_worth_usd,source_of_wealth,industries,primary_industry,self_made,wealth_gdp_ratio_pct,wealth_per_citizen_usd,wealth_country_share_pct,sector_dominance_score,gdp_usd,population,gdp_year,forbes_uri,scrape_timestamp,birth_year
2316,Cargill MacMillan III,M,66.0,United States,USA,United States,Colorado,Boulder,1758.74,1758741000.0,Cargill,Food & Beverage,Food & Beverage,False,0.006117,5.1711,0.0211,23.35,28750956130731.2,340110988.0,2024.0,cargill-macmillan-iii,2026-04-10 21:32 UTC,1959.0
2316,John MacMillan,M,76.0,United States,USA,United States,Minnesota,Plymouth,1758.74,1758741000.0,Cargill,Food & Beverage,Food & Beverage,False,0.006117,5.1711,0.0211,23.35,28750956130731.2,340110988.0,2024.0,john-macmillan-1,2026-04-10 21:32 UTC,1949.0
2316,Martha MacMillan,F,74.0,United States,USA,United States,Minnesota,Orono,1758.74,1758741000.0,Cargill,Food & Beverage,Food & Beverage,False,0.006117,5.1711,0.0211,23.35,28750956130731.2,340110988.0,2024.0,martha-macmillan,2026-04-10 21:32 UTC,1951.0
2316,William MacMillan,M,71.0,United States,USA,United States,Colorado,Englewood,1758.74,1758741000.0,Cargill,Food & Beverage,Food & Beverage,False,0.006117,5.1711,0.0211,23.35,28750956130731.2,340110988.0,2024.0,william-macmillan,2026-04-10 21:32 UTC,1954.0
2320,Will Adderley,M,54.0,United Kingdom,GBR,United Kingdom,,Rutland,1758.7,1758701000.0,Home furnishings,Fashion & Retail,Fashion & Retail,False,0.047713,25.4052,0.6505,16.65,3686033044482.13,69226000.0,2024.0,will-adderley,2026-04-10 21:32 UTC,1972.0
2321,Pia Hollweg-Vajen,F,51.0,Germany,DEU,Germany,,Bremen,1758.59,1758588000.0,Plumbing and heating supplies,Manufacturing,Manufacturing,False,0.037532,21.0567,0.1784,14.32,4685592577804.69,83516593.0,2024.0,pia-hollweg-vajen,2026-04-10 21:32 UTC,1974.0
2322,Rodolfo Villela Marino,M,50.0,Brazil,BRA,Brazil,,São Paulo,1757.93,1757930000.0,banking,Finance & Investments,Finance & Investments,False,0.080424,8.2922,0.663,15.12,2185821648943.86,211998573.0,2024.0,rodolfo-villela-marino,2026-04-10 21:32 UTC,1975.0
2323,Kai-Uwe Hollweg,M,60.0,Germany,DEU,Germany,,Bremen,1757.42,1757420000.0,Plumbing and heating supplies,Manufacturing,Manufacturing,False,0.037507,21.0428,0.1783,14.32,4685592577804.69,83516593.0,2024.0,kai-uwe-hollweg,2026-04-10 21:32 UTC,1966.0
2324,Rustem Sulteev,M,72.0,Russia,RUS,Russian Federation,,Kazan,1756.21,1756209000.0,"Refinery, chemicals",Energy,Energy,True,0.080788,12.2355,0.2688,17.19,2173835806671.66,143533851.0,2024.0,rustem-sulteev,2026-04-10 21:32 UTC,1954.0
2325,Carmen Riu Guell,F,71.0,Spain,ESP,Spain,,Palma de Mallorca,1755.56,1755563000.0,Hotels,Service,Service,False,0.101732,35.9387,0.6491,44.35,1725671652742.19,48848840.0,2024.0,carmen-riu-guell,2026-04-10 21:32 UTC,1955.0
2325,Luis Riu,M,66.0,Spain,ESP,Spain,,Palma de Mallorca,1755.56,1755563000.0,Hotels,Real Estate,Real Estate,False,0.101732,35.9387,0.6491,44.35,1725671652742.19,48848840.0,2024.0,luis-riu,2026-04-10 21:32 UTC,1960.0
2327,Maike Oberwelland-Height,F,62.0,Germany,DEU,Germany,,Berlin,1755.4,1755398000.0,Candy,Food & Beverage,Food & Beverage,False,0.037464,21.0186,0.1781,14.32,4685592577804.69,83516593.0,2024.0,maike-oberwelland-height,2026-04-10 21:32 UTC,1963.0
2328,Pavel Demidov & family,M,57.0,Russia,RUS,Russian Federation,,Moscow,1751.33,1751331000.0,Agriculture,Food & Beverage,Food & Beverage,True,0.080564,12.2015,0.2681,17.19,2173835806671.66,143533851.0,2024.0,pavel-demidov,2026-04-10 21:32 UTC,1968.0
2329,Fumio Kaneko,M,69.0,Japan,JPN,Japan,,Kobe,1751.12,1751122000.0,Waste management,Service,Service,True,0.043478,14.1248,0.8015,25.83,4027597523550.58,123975371.0,2024.0,fumio-kaneko,2026-04-10 21:32 UTC,1956.0
2330,Donald Friese,M,85.0,United States,USA,United States,California,Los Angeles,1750.0,1750000000.0,Manufacturing,Manufacturing,Manufacturing,True,0.006087,5.1454,0.021,23.35,28750956130731.2,340110988.0,2024.0,donald-friese,2026-04-10 21:32 UTC,1940.0
2330,Mati Staniszewski,M,31.0,Poland,POL,Poland,,London,1750.0,1750000000.0,AI voice cloning,Technology,Technology,True,0.19068,47.8675,5.6492,19.69,917767106146.761,36559233.0,2024.0,mati-staniszewski,2026-04-10 21:32 UTC,1995.0
2330,Piotr Dabkowski,M,31.0,Poland,POL,Poland,,Warsaw,1750.0,1750000000.0,AI voice cloning,Technology,Technology,True,0.19068,47.8675,5.6492,19.69,917767106146.761,36559233.0,2024.0,piotr-dabkowski,2026-04-10 21:32 UTC,1994.0
2333,Adam Forste,M,48.0,United States,USA,United States,Wyoming,Wilson,1749.76,1749762000.0,Diversified,Diversified,Diversified,True,0.006086,5.1447,0.021,23.35,28750956130731.2,340110988.0,2024.0,adam-forste,2026-04-10 21:32 UTC,1978.0
2333,Kevin Marchetti,M,48.0,United States,USA,United States,California,San Francisco,1749.76,1749762000.0,Diversified,Diversified,Diversified,True,0.006086,5.1447,0.021,23.35,28750956130731.2,340110988.0,2024.0,kevin-marchetti,2026-04-10 21:32 UTC,1978.0
2335,Alexander Diehl,M,47.0,Germany,DEU,Germany,,Kirchberg in Tirol,1743.4,1743398000.0,"Defense, aviation",Manufacturing,Manufacturing,False,0.037208,20.8749,0.1768,14.32,4685592577804.69,83516593.0,2024.0,alexander-diehl,2026-04-10 21:32 UTC,1978.0
2335,Carla Diehl,F,36.0,Germany,DEU,Germany,,Munich,1743.4,1743398000.0,"Defense, aviation",Manufacturing,Manufacturing,False,0.037208,20.8749,0.1768,14.32,4685592577804.69,83516593.0,2024.0,carla-diehl,2026-04-10 21:32 UTC,1990.0
2335,Konstantin Diehl,M,33.0,Germany,DEU,Germany,,Munich,1743.4,1743398000.0,"Defense, aviation",Manufacturing,Manufacturing,False,0.037208,20.8749,0.1768,14.32,4685592577804.69,83516593.0,2024.0,konstantin-diehl,2026-04-10 21:32 UTC,1993.0
2335,Laura Diehl,F,37.0,Germany,DEU,Germany,,Nuremberg,1743.4,1743398000.0,"Defense, aviation",Manufacturing,Manufacturing,False,0.037208,20.8749,0.1768,14.32,4685592577804.69,83516593.0,2024.0,laura-diehl,2026-04-10 21:32 UTC,1988.0
2335,Markus Diehl,M,42.0,Germany,DEU,Germany,,Nuremberg,1743.4,1743398000.0,"Defense, aviation",Manufacturing,Manufacturing,False,0.037208,20.8749,0.1768,14.32,4685592577804.69,83516593.0,2024.0,markus-diehl,2026-04-10 21:32 UTC,1983.0
2335,Stephanie Haas,F,44.0,Germany,DEU,Germany,,Nuremberg,1743.4,1743398000.0,"Defense, aviation",Manufacturing,Manufacturing,False,0.037208,20.8749,0.1768,14.32,4685592577804.69,83516593.0,2024.0,stephanie-haas,2026-04-10 21:32 UTC,1982.0
2341,Keith Bentley & family,M,67.0,United States,USA,United States,Pennsylvania,Elverson,1743.13,1743127000.0,Software,Technology,Technology,True,0.006063,5.1252,0.0209,23.35,28750956130731.2,340110988.0,2024.0,keith-bentley,2026-04-10 21:32 UTC,1958.0
2342,William Fisher,M,69.0,United States,USA,United States,California,San Francisco,1738.7,1738703000.0,Gap,Fashion & Retail,Fashion & Retail,False,0.006047,5.1122,0.0208,23.35,28750956130731.2,340110988.0,2024.0,william-fisher,2026-04-10 21:32 UTC,1957.0
2343,Tian Ming,M,72.0,China,CHN,China,Anhui,Hefei,1738.32,1738318000.0,Measuring instruments,Technology,Technology,True,0.009274,1.2337,0.0814,15.26,18743803170827.2,1408975000.0,2024.0,tian-ming,2026-04-10 21:32 UTC,1953.0
2344,James Scapa,M,69.0,United States,USA,United States,California,Atherton,1732.77,1732767000.0,Software,Technology,Technology,True,0.006027,5.0947,0.0208,23.35,28750956130731.2,340110988.0,2024.0,james-scapa,2026-04-10 21:32 UTC,1957.0
2345,Zhang Shilong & family,M,60.0,China,CHN,China,Beijing,Beijing,1732.11,1732108000.0,Semiconductor,Technology,Technology,True,0.009241,1.2293,0.0811,15.26,18743803170827.2,1408975000.0,2024.0,zhang-shilong,2026-04-10 21:32 UTC,1966.0
2346,Wang Xicheng & family,M,77.0,China,CHN,China,Shandong,Zhaoyuan,1729.07,1729070000.0,Tires,Manufacturing,Manufacturing,True,0.009225,1.2272,0.081,15.26,18743803170827.2,1408975000.0,2024.0,wang-xicheng,2026-04-10 21:32 UTC,1948.0
2347,Igor Khudokormov,M,57.0,Russia,RUS,Russian Federation,,Moscow,1728.84,1728840000.0,Agriculture,Food & Beverage,Food & Beverage,True,0.079529,12.0448,0.2646,17.19,2173835806671.66,143533851.0,2024.0,igor-khudokormov,2026-04-10 21:32 UTC,1968.0
2348,Zhong Ruonong & family,F,63.0,China,CHN,China,Hunan,Zhuzhou,1728.0,1727996000.0,Electronics,Manufacturing,Manufacturing,True,0.009219,1.2264,0.0809,15.26,18743803170827.2,1408975000.0,2024.0,zhong-ruonong,2026-04-10 21:32 UTC,1962.0
2349,Gretel Packer,F,60.0,Australia,AUS,Australia,,Sydney,1727.6,1727602000.0,Investments,Finance & Investments,Finance & Investments,False,0.098326,63.5222,0.7255,16.13,1757022451652.83,27196812.0,2024.0,gretel-packer,2026-04-10 21:32 UTC,1966.0
2350,Zhang Yin,F,69.0,China,CHN,China,Guangdong,Dongguan,1727.18,1727176000.0,Paper manufacturing,Manufacturing,Manufacturing,True,0.009215,1.2258,0.0809,15.26,18743803170827.2,1408975000.0,2024.0,zhang-yin,2026-04-10 21:32 UTC,1957.0
2351,Hal Steinbrenner,M,57.0,United States,USA,United States,Florida,Tampa,1727.15,1727149000.0,Sports,Sports,Sports,False,0.006007,5.0782,0.0207,23.35,28750956130731.2,340110988.0,2024.0,hal-steinbrenner,2026-04-10 21:32 UTC,1968.0
2351,Jennifer Steinbrenner Swindal,F,66.0,United States,USA,United States,Florida,Tampa,1727.15,1727149000.0,Sports,Sports,Sports,False,0.006007,5.0782,0.0207,23.35,28750956130731.2,340110988.0,2024.0,jennifer-steinbrenner-swindal,2026-04-10 21:32 UTC,1959.0
2351,Jessica Steinbrenner,F,62.0,United States,USA,United States,Florida,Tampa,1727.15,1727149000.0,Sports,Sports,Sports,False,0.006007,5.0782,0.0207,23.35,28750956130731.2,340110988.0,2024.0,jessica-steinbrenner,2026-04-10 21:32 UTC,1964.0
2354,Faisal Bin Qassim Al Thani,M,78.0,Qatar,QAT,Qatar,,Doha,1726.88,1726881000.0,"Hotels, diversified",Diversified,Diversified,True,0.787945,604.2647,26.1166,61.41,219162637362.637,2857822.0,2024.0,faisal-bin-qassim-al-thani,2026-04-10 21:32 UTC,1948.0
2355,Li Weiwei,M,49.0,China,CHN,China,Shanghai,Shanghai,1725.73,1725731000.0,Online games,Technology,Technology,True,0.009207,1.2248,0.0808,15.26,18743803170827.2,1408975000.0,2024.0,li-weiwei,2026-04-10 21:32 UTC,1977.0
2356,Alfred West Jr,M,83.0,United States,USA,United States,Pennsylvania,Paoli,1723.59,1723588000.0,Money management,Finance & Investments,Finance & Investments,True,0.005995,5.0677,0.0207,23.35,28750956130731.2,340110988.0,2024.0,alfred-west-jr,2026-04-10 21:32 UTC,1942.0
2357,Catherine Phillips,F,74.0,Canada,CAN,Canada,Ontario,Toronto,1721.89,1721895000.0,investments,Finance & Investments,Finance & Investments,True,0.076746,41.7039,0.388,22.88,2243636826633.76,41288599.0,2024.0,catherine-phillips,2026-04-10 21:32 UTC,1951.0
2357,John Phillips,M,75.0,Canada,CAN,Canada,Ontario,Toronto,1721.89,1721895000.0,investments,Finance & Investments,Finance & Investments,True,0.076746,41.7039,0.388,22.88,2243636826633.76,41288599.0,2024.0,john-phillips,2026-04-10 21:32 UTC,1951.0
2359,Huang Dawen,M,65.0,Hong Kong,HKG,"Hong Kong SAR, China",,Hong Kong,1721.61,1721607000.0,Silicon,Manufacturing,Manufacturing,True,0.423141,228.8123,0.4074,16.36,406863396487.342,7524100.0,2024.0,huang-dawen,2026-04-10 21:32 UTC,1960.0
2360,Aloke Lohia,M,67.0,India,IND,India,,Bangkok,1721.36,1721363000.0,Petrochemicals,Manufacturing,Manufacturing,False,0.044026,1.1864,0.1739,12.2,3909891533858.08,1450935791.0,2024.0,aloke-lohia,2026-04-10 21:32 UTC,1958.0
2361,Ivan Chrenko,M,58.0,Slovakia,SVK,Slovak Republic,,Bratislava,1721.2,1721197000.0,Real estate,Real Estate,Real Estate,True,1.221278,317.4428,44.3911,50.63,140934076532.375,5422069.0,2024.0,ivan-chrenko,2026-04-10 21:32 UTC,1967.0
2362,Sergey Shishkarev,M,58.0,Russia,RUS,Russian Federation,,Moscow,1718.21,1718213000.0,Transport,Logistics,Logistics,True,0.079041,11.9708,0.263,17.19,2173835806671.66,143533851.0,2024.0,sergey-shishkarev,2026-04-10 21:32 UTC,1968.0
2363,Helene Odfjell,F,60.0,Norway,NOR,Norway,,Lugano,1717.5,1717498000.0,Drilling,Construction & Engineering,Construction & Engineering,False,0.355154,308.2218,2.1831,17.74,483592648313.301,5572279.0,2024.0,helene-odfjell,2026-04-10 21:32 UTC,1965.0
2364,Madhusudan Agarwal,M,70.0,India,IND,India,,New Dehli,1716.6,1716600000.0,Indian sweets and snacks,Food & Beverage,Food & Beverage,False,0.043904,1.1831,0.1735,12.2,3909891533858.08,1450935791.0,2024.0,madhusudan-agarwal,2026-04-10 21:32 UTC,1956.0
2365,Lin Fanlian,M,64.0,China,CHN,China,Shandong,Linyi,1714.93,1714929000.0,"Energy, real estate",Energy,Energy,True,0.009149,1.2171,0.0803,15.26,18743803170827.2,1408975000.0,2024.0,lin-fanlian,2026-04-10 21:32 UTC,1961.0
2366,Chen Yuantai,M,58.0,China,CHN,China,Fujian,Ningde,1713.46,1713460000.0,Batteries,Energy,Energy,True,0.009141,1.2161,0.0803,15.26,18743803170827.2,1408975000.0,2024.0,chen-yuantai,2026-04-10 21:32 UTC,1968.0
2367,Paul Van Zuydam,M,88.0,South Africa,ZAF,South Africa,,St. Moritz,1712.15,1712151000.0,Le Creuset,Manufacturing,Manufacturing,True,0.426816,26.7494,4.0086,30.37,401144998373.585,64007187.0,2024.0,paul-van-zuydam,2026-04-10 21:32 UTC,1938.0
2368,Ulrich Mommert & family,M,85.0,Austria,AUT,Austria,,Berlin,1710.68,1710680000.0,Lighting,Automotive,Automotive,True,0.319878,186.3896,2.1687,37.0,534790720466.822,9177982.0,2024.0,ulrich-mommert,2026-04-10 21:32 UTC,1941.0
2369,Scott Lin,M,93.0,Taiwan,TWN,Taiwan,,Taichung,1710.37,1710372000.0,Optical components,Technology,Technology,True,0.226041,72.5626,0.7147,20.46,756666000000.0,23571000.0,2023.0,scott-lin,2026-04-10 21:32 UTC,1933.0
2370,Chris Lin,M,65.0,Taiwan,TWN,Taiwan,,Hsinchu,1706.76,1706761000.0,Semiconductor,Manufacturing,Manufacturing,True,0.225563,72.4094,0.7132,20.46,756666000000.0,23571000.0,2023.0,chris-lin,2026-04-10 21:32 UTC,1961.0
2371,Li Haiyan,F,54.0,China,CHN,China,Sichuan,Chengdu,1705.73,1705726000.0,Restaurants,Food & Beverage,Food & Beverage,True,0.0091,1.2106,0.0799,15.26,18743803170827.2,1408975000.0,2024.0,li-haiyan,2026-04-10 21:32 UTC,1972.0
2372,George Yancopoulos,M,66.0,United States,USA,United States,New York,Yorktown Heights,1704.71,1704708000.0,Pharmaceuticals,Healthcare,Healthcare,True,0.005929,5.0122,0.0204,23.35,28750956130731.2,340110988.0,2024.0,george-yancopoulos,2026-04-10 21:32 UTC,1959.0
2373,Monica Crippa,F,61.0,Italy,ITA,Italy,,Milan,1703.37,1703368000.0,Microchip testing,Manufacturing,Manufacturing,False,0.071545,28.8938,0.3676,23.97,2380825077243.59,58952704.0,2024.0,monica-crippa-1,2026-04-10 21:32 UTC,1964.0
2374,Wang Linxiang,M,74.0,China,CHN,China,Inner Mongolia,Erdos,1702.61,1702605000.0,cashmere,Fashion & Retail,Fashion & Retail,True,0.009084,1.2084,0.0798,15.26,18743803170827.2,1408975000.0,2024.0,wang-linxiang,2026-04-10 21:32 UTC,1951.0
2375,Drew Houston,M,43.0,United States,USA,United States,California,San Francisco,1701.44,1701442000.0,Cloud storage service,Technology,Technology,True,0.005918,5.0026,0.0204,23.35,28750956130731.2,340110988.0,2024.0,drew-houston,2026-04-10 21:32 UTC,1983.0
2376,Christian Dreyer,M,61.0,Germany,DEU,Germany,,Osnabruck,1700.16,1700164000.0,Agricultural Machinery,Manufacturing,Manufacturing,False,0.036285,20.3572,0.1725,14.32,4685592577804.69,83516593.0,2024.0,christian-dreyer,2026-04-10 21:32 UTC,1964.0
2376,Justus Dreyer,M,55.0,Germany,DEU,Germany,,Osnabruck,1700.16,1700164000.0,Agricultural Machinery,Manufacturing,Manufacturing,False,0.036285,20.3572,0.1725,14.32,4685592577804.69,83516593.0,2024.0,justus-dreyer,2026-04-10 21:32 UTC,1970.0
2378,Igor Tulchinsky,M,59.0,United States,USA,United States,Connecticut,Greenwich,1700.0,1700000000.0,Hedge funds,Finance & Investments,Finance & Investments,True,0.005913,4.9984,0.0204,23.35,28750956130731.2,340110988.0,2024.0,igor-tulchinsky,2026-04-10 21:32 UTC,1966.0
2378,Ivan Zhao,M,39.0,Canada,CAN,Canada,California,San Francisco,1700.0,1700000000.0,Software,Technology,Technology,True,0.07577,41.1736,0.3831,22.88,2243636826633.76,41288599.0,2024.0,ivan-zhao,2026-04-10 21:32 UTC,1986.0
2378,Vladimir Leshchikov,M,69.0,Russia,RUS,Russian Federation,,Moscow,1700.0,1700000000.0,real estate,Real Estate,Real Estate,True,0.078203,11.8439,0.2602,17.19,2173835806671.66,143533851.0,2024.0,vladimir-leshchikov,2026-04-10 21:32 UTC,1956.0
2378,Wang Chaobin,M,70.0,China,CHN,China,Henan,Zhengzhou,1700.0,1700000000.0,Real estate,Real Estate,Real Estate,True,0.00907,1.2066,0.0796,15.26,18743803170827.2,1408975000.0,2024.0,wang-chaobin,2026-04-10 21:32 UTC,1956.0
2382,Cao Ji,M,74.0,China,CHN,China,Zhejiang,Hangzhou,1699.7,1699702000.0,Manufacturing,Manufacturing,Manufacturing,True,0.009068,1.2063,0.0796,15.26,18743803170827.2,1408975000.0,2024.0,cao-ji,2026-04-10 21:32 UTC,1952.0
2383,Zhou Jian,M,49.0,China,CHN,China,Guangdong,Shenzhen,1698.85,1698845000.0,Solar energy equipment,Energy,Energy,True,0.009064,1.2057,0.0796,15.26,18743803170827.2,1408975000.0,2024.0,zhou-jian-3,2026-04-10 21:32 UTC,1976.0
2384,Guy Laliberté,M,66.0,Canada,CAN,Canada,Quebec,Montreal,1697.68,1697682000.0,Cirque du Soleil,Media & Entertainment,Media & Entertainment,True,0.075667,41.1175,0.3825,22.88,2243636826633.76,41288599.0,2024.0,guy-laliberte,2026-04-10 21:32 UTC,1960.0
2385,S.D. Shibulal,M,71.0,India,IND,India,,Bangalore,1697.39,1697394000.0,Software services,Technology,Technology,True,0.043413,1.1699,0.1715,12.2,3909891533858.08,1450935791.0,2024.0,sd-shibulal,2026-04-10 21:32 UTC,1955.0
2386,Lloyd Blankfein,M,71.0,United States,USA,United States,New York,New York,1696.34,1696340000.0,Banking,Finance & Investments,Finance & Investments,True,0.0059,4.9876,0.0203,23.35,28750956130731.2,340110988.0,2024.0,lloyd-blankfein,2026-04-10 21:32 UTC,1954.0
2387,Carlos Sanchez,M,64.0,Brazil,BRA,Brazil,,Santo Andre,1690.52,1690523000.0,Generic drugs,Healthcare,Healthcare,False,0.07734,7.9742,0.6376,15.12,2185821648943.86,211998573.0,2024.0,carlos-sanchez,2026-04-10 21:32 UTC,1962.0
2388,Sasson Dayan & family,M,86.0,Brazil,BRA,Brazil,,Sao Paulo,1688.81,1688812000.0,Banking,Finance & Investments,Finance & Investments,True,0.077262,7.9661,0.6369,15.12,2185821648943.86,211998573.0,2024.0,sasson-dayan,2026-04-10 21:32 UTC,1940.0
2389,Farkhad Akhmedov,M,70.0,Russia,RUS,Russian Federation,,Moscow,1687.0,1687000000.0,Investments,Energy,Energy,True,0.077605,11.7533,0.2582,17.19,2173835806671.66,143533851.0,2024.0,farkhad-akhmedov,2026-04-10 21:32 UTC,1955.0
2390,Jon Winkelried,M,66.0,United States,USA,United States,California,San Francisco,1686.99,1686991000.0,"Private equity, banking",Finance & Investments,Finance & Investments,True,0.005868,4.9601,0.0202,23.35,28750956130731.2,340110988.0,2024.0,jon-winkelried,2026-04-10 21:32 UTC,1959.0
2391,Zhuang Kuilong & family,M,63.0,China,CHN,China,Zhejiang,Jiaxing,1686.38,1686380000.0,polyester,Manufacturing,Manufacturing,True,0.008997,1.1969,0.079,15.26,18743803170827.2,1408975000.0,2024.0,zhuang-kuilong,2026-04-10 21:32 UTC,1962.0
2392,Artur Grynbaum,M,57.0,Brazil,BRA,Brazil,,Curitiba,1685.29,1685286000.0,Cosmetics,Fashion & Retail,Fashion & Retail,True,0.077101,7.9495,0.6356,15.12,2185821648943.86,211998573.0,2024.0,artur-grynbaum-1,2026-04-10 21:32 UTC,1969.0
2393,Melchior Oeri,M,32.0,Switzerland,CHE,Switzerland,,Basel,1683.91,1683914000.0,Pharmaceuticals,Healthcare,Healthcare,False,0.179797,186.9856,0.6154,19.52,936564198048.516,9005582.0,2024.0,melchior-oeri,2026-04-10 21:32 UTC,1994.0
2394,Thomas Bruch,M,76.0,Germany,DEU,Germany,,St. Wendel,1683.81,1683805000.0,Retail,Fashion & Retail,Fashion & Retail,False,0.035936,20.1613,0.1708,14.32,4685592577804.69,83516593.0,2024.0,thomas-bruch,2026-04-10 21:32 UTC,1950.0
2395,Fu Guangming & family,M,72.0,China,CHN,China,Fujian,Nanping,1683.18,1683180000.0,Poultry,Food & Beverage,Food & Beverage,True,0.00898,1.1946,0.0788,15.26,18743803170827.2,1408975000.0,2024.0,fu-guangming,2026-04-10 21:32 UTC,1953.0
2396,Anita Zucker,F,74.0,United States,USA,United States,South Carolina,Charleston,1682.48,1682485000.0,Chemicals,Manufacturing,Manufacturing,False,0.005852,4.9469,0.0202,23.35,28750956130731.2,340110988.0,2024.0,anita-zucker,2026-04-10 21:32 UTC,1952.0
2397,Lau Cho Kun,M,90.0,Malaysia,MYS,Malaysia,,"Tawau, Sabah",1682.42,1682420000.0,"Palm oil, property",Diversified,Diversified,False,0.398463,47.3152,2.1852,17.96,422227005428.688,35557673.0,2024.0,lau-cho-kun,2026-04-10 21:32 UTC,1936.0
2398,Fang Hongbo,M,59.0,China,CHN,China,Guangdong,Shunde,1680.59,1680592000.0,Home appliances,Manufacturing,Manufacturing,True,0.008966,1.1928,0.0787,15.26,18743803170827.2,1408975000.0,2024.0,fang-hongbo,2026-04-10 21:32 UTC,1967.0
2399,Lai Jianfa,M,,China,CHN,China,Shanghai,Shanghai,1680.02,1680022000.0,Express delivery,Logistics,Logistics,True,0.008963,1.1924,0.0787,15.26,18743803170827.2,1408975000.0,2024.0,lai-jianfa,2026-04-10 21:32 UTC,
2400,Lu Di,M,,China,CHN,China,Guangdong,Shenzhen,1680.0,1680000000.0,Drones,Technology,Technology,True,0.008963,1.1924,0.0787,15.26,18743803170827.2,1408975000.0,2024.0,lu-di,2026-04-10 21:32 UTC,
2400,Phil Shawe,M,56.0,United States,USA,United States,Puerto Rico,San Juan,1680.0,1680000000.0,Translation services,Technology,Technology,True,0.005843,4.9396,0.0201,23.35,28750956130731.2,340110988.0,2024.0,phil-shawe,2026-04-10 21:32 UTC,1969.0
2402,Ye Xiaoping,M,63.0,China,CHN,China,Zhejiang,Hangzhou,1679.85,1679848000.0,Pharmaceuticals,Healthcare,Healthcare,True,0.008962,1.1922,0.0787,15.26,18743803170827.2,1408975000.0,2024.0,ye-xiaoping,2026-04-10 21:32 UTC,1963.0
2403,Lim Kok Thay,M,74.0,Malaysia,MYS,Malaysia,,Kuala Lumpur,1679.18,1679180000.0,Casinos,Gambling & Casinos,Gambling & Casinos,False,0.397696,47.2241,2.181,17.96,422227005428.688,35557673.0,2024.0,lim-kok-thay,2026-04-10 21:32 UTC,1951.0
2404,Pacal Vanhalst & family,M,56.0,Belgium,BEL,Belgium,,Lendelede,1678.63,1678627000.0,Industrial and agricultural equipment parts,Finance & Investments,Finance & Investments,False,0.25003,141.5534,3.2054,16.66,671370081636.406,11858610.0,2024.0,pacal-vanhalst,2026-04-10 21:32 UTC,1969.0
2405,Brandt Louie,M,82.0,Canada,CAN,Canada,British Columbia,Vancouver,1678.14,1678145000.0,Drugstores,Food & Beverage,Food & Beverage,False,0.074796,40.6443,0.3781,22.88,2243636826633.76,41288599.0,2024.0,brandt-louie,2026-04-10 21:32 UTC,1943.0
2406,David Mindus,M,54.0,Sweden,SWE,Sweden,,Stockholm,1677.48,1677483000.0,Real estate,Real Estate,Real Estate,True,0.27786,158.7066,0.762,14.16,603715224265.798,10569709.0,2024.0,david-mindus,2026-04-10 21:32 UTC,1972.0
2407,Zhang Yubo,M,41.0,China,CHN,China,,Beijing,1675.48,1675485000.0,Semiconductor,Manufacturing,Manufacturing,True,0.008939,1.1892,0.0785,15.26,18743803170827.2,1408975000.0,2024.0,zhang-yubo,2026-04-10 21:32 UTC,1985.0
2408,Zhao Jianhui,M,66.0,United States,USA,United States,Fujian,Xiamen,1675.28,1675281000.0,Silicon carbide wafers,Manufacturing,Manufacturing,True,0.005827,4.9257,0.0201,23.35,28750956130731.2,340110988.0,2024.0,zhao-jianhui,2026-04-10 21:32 UTC,1960.0
2409,Ivan Savvidis & family,M,67.0,Russia,RUS,Russian Federation,,Rostov-on-Don,1674.55,1674551000.0,Agribusiness,Diversified,Diversified,True,0.077032,11.6666,0.2563,17.19,2173835806671.66,143533851.0,2024.0,ivan-savvidis,2026-04-10 21:32 UTC,1959.0
2410,Gabriella Meister,F,77.0,Germany,DEU,Germany,,Landsberg am Lech,1674.34,1674335000.0,Appliances,Manufacturing,Manufacturing,False,0.035734,20.0479,0.1698,14.32,4685592577804.69,83516593.0,2024.0,gabriella-meister,2026-04-10 21:32 UTC,1948.0
2411,Forrest Preston,M,93.0,United States,USA,United States,Tennessee,Cleveland,1672.91,1672906000.0,Health care,Healthcare,Healthcare,True,0.005819,4.9187,0.0201,23.35,28750956130731.2,340110988.0,2024.0,forrest-preston,2026-04-10 21:32 UTC,1933.0
2412,Jeremy Allaire,M,54.0,United States,USA,United States,Massachusetts,Boston,1672.52,1672519000.0,Cryptocurrency,Finance & Investments,Finance & Investments,True,0.005817,4.9176,0.02,23.35,28750956130731.2,340110988.0,2024.0,jeremy-allaire,2026-04-10 21:32 UTC,1971.0
2413,R.G. Chandramogan,M,77.0,India,IND,India,,Chennai,1668.09,1668094000.0,Dairy,Food & Beverage,Food & Beverage,True,0.042663,1.1497,0.1686,12.2,3909891533858.08,1450935791.0,2024.0,rg-chandramogan,2026-04-10 21:32 UTC,1949.0
2414,Jahm Najafi,M,63.0,United States,USA,United States,Arizona,Paradise Valley,1667.0,1667000000.0,Investments,Finance & Investments,Finance & Investments,True,0.005798,4.9013,0.02,23.35,28750956130731.2,340110988.0,2024.0,jahm-najafi,2026-04-10 21:32 UTC,1963.0
2415,Ludwig Theodor Braun,M,36.0,Germany,DEU,Germany,,Melsungen,1666.04,1666043000.0,Medical technology,Healthcare,Healthcare,False,0.035557,19.9486,0.169,14.32,4685592577804.69,83516593.0,2024.0,ludwig-theodor-braun,2026-04-10 21:32 UTC,1990.0
